s;domain;diagram;attr.polarity;letter.type;study.type;b;t;rt;y;type;aggr.type;betw.factors;task
76;weather;A;ppp;J;p(C|1E)[X]/v10;1;1;16,58;30;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;B;XorY=?,Z=1(Y?);1;2;7,75;100;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;E;XorY=0,Z=?(Y?);1;3;7,52;10;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;G;XorY=?,Z=0(X?);1;4;10,27;15;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;A;XorY=1,Z=1(X?);1;5;3,9;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;C;XorY=0,Z=1(Y?);1;6;11,98;40;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;D;XorY=1,Z=?(Y?);1;7;5,33;30;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;F;XorY=1,Z=0(X?);1;8;9,99;25;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;F;XorY=1,Z=0(Y?);1;9;6,65;20;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;K;p(C|2E)/v11;1;10;6,75;30;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;H;XorY=0,Z=0(X?);1;11;7,75;15;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;J;p(C|1E)[Y]/v01;1;12;6,15;15;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;I;p(C|0E)/v00;1;13;6,87;0;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;B;XorY=?,Z=1(X?);1;14;7,03;100;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;E;XorY=0,Z=?(X?);1;15;5,65;25;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;A;XorY=1,Z=1(Y?);1;16;3,41;100;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;H;XorY=0,Z=0(Y?);1;17;6,32;15;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;C;XorY=0,Z=1(X?);1;18;3,95;100;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;D;XorY=1,Z=?(X?);1;19;8,95;15;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
76;weather;A;ppp;G;XorY=?,Z=0(Y?);1;20;8,24;15;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;G;XorY=?,Z=0(X?);1;1;71,51;25;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;F;XorY=1,Z=0(Y?);1;2;10,05;25;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;D;XorY=1,Z=?(X?);1;3;16,97;25;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;D;XorY=1,Z=?(Y?);1;4;49,11;85;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;J;p(C|1E)[Y]/v01;1;5;9,33;90;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;E;XorY=0,Z=?(X?);1;6;16,76;70;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;E;XorY=0,Z=?(Y?);1;7;18,01;60;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;H;XorY=0,Z=0(X?);1;8;5,77;70;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;B;XorY=?,Z=1(Y?);1;9;4,34;85;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;H;XorY=0,Z=0(Y?);1;10;9,72;60;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;G;XorY=?,Z=0(Y?);1;11;3,13;60;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;I;p(C|0E)/v00;1;12;5,82;55;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;B;XorY=?,Z=1(X?);1;13;4,23;80;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;F;XorY=1,Z=0(X?);1;14;7,52;75;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;J;p(C|1E)[X]/v10;1;15;4,34;60;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;C;XorY=0,Z=1(Y?);1;16;4,94;80;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;A;XorY=1,Z=1(Y?);1;17;4,84;90;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;K;p(C|2E)/v11;1;18;5,76;90;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;A;XorY=1,Z=1(X?);1;19;5,22;95;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
77;society;B;ppp;C;XorY=0,Z=1(X?);1;20;5,33;65;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;A;XorY=1,Z=1(X?);1;1;9,67;95;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;F;XorY=1,Z=0(Y?);1;2;28,84;25;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;C;XorY=0,Z=1(Y?);1;3;8,07;85;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;A;XorY=1,Z=1(Y?);1;4;5,6;90;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;D;XorY=1,Z=?(Y?);1;5;15,82;50;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;I;p(C|0E)/v00;1;6;8,9;5;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;E;XorY=0,Z=?(Y?);1;7;8,73;5;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;D;XorY=1,Z=?(X?);1;8;8,84;50;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;H;XorY=0,Z=0(X?);1;9;6,98;5;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;B;XorY=?,Z=1(Y?);1;10;7,53;90;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;E;XorY=0,Z=?(X?);1;11;9,5;5;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;F;XorY=1,Z=0(X?);1;12;8,95;20;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;H;XorY=0,Z=0(Y?);1;13;9,83;5;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;K;p(C|2E)/v11;1;14;7,53;95;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;B;XorY=?,Z=1(X?);1;15;7,52;95;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;C;XorY=0,Z=1(X?);1;16;6,26;95;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;G;XorY=?,Z=0(X?);1;17;6,98;10;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;J;p(C|1E)[X]/v10;1;18;7,69;25;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;J;p(C|1E)[Y]/v01;1;19;14,28;50;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
79;society;A;mpm;G;XorY=?,Z=0(Y?);1;20;4,34;50;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;G;XorY=?,Z=0(Y?);1;1;15,22;75;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;D;XorY=1,Z=?(X?);1;2;5,44;80;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;H;XorY=0,Z=0(Y?);1;3;17,9;55;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;F;XorY=1,Z=0(X?);1;4;18,51;65;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;D;XorY=1,Z=?(Y?);1;5;6,81;65;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;B;XorY=?,Z=1(X?);1;6;9,83;85;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;H;XorY=0,Z=0(X?);1;7;8,46;30;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;I;p(C|0E)/v00;1;8;6,37;20;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;C;XorY=0,Z=1(Y?);1;9;6,54;60;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;G;XorY=?,Z=0(X?);1;10;10;15;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;K;p(C|2E)/v11;1;11;11,15;90;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;E;XorY=0,Z=?(Y?);1;12;6,92;20;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;C;XorY=0,Z=1(X?);1;13;5,27;80;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;A;XorY=1,Z=1(Y?);1;14;9,01;90;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;B;XorY=?,Z=1(Y?);1;15;4,45;95;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;F;XorY=1,Z=0(Y?);1;16;4,28;85;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;A;XorY=1,Z=1(X?);1;17;4,56;95;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;J;p(C|1E)[Y]/v01;1;18;8,35;50;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;E;XorY=0,Z=?(X?);1;19;7,8;45;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
93;society;A;mmp;J;p(C|1E)[X]/v10;1;20;5,6;50;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;B;XorY=?,Z=1(Y?);1;1;20,15;75;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;E;XorY=0,Z=?(Y?);1;2;15,22;50;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;A;XorY=1,Z=1(X?);1;3;17,58;75;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;J;p(C|1E)[X]/v10;1;4;32,35;50;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;D;XorY=1,Z=?(X?);1;5;21,59;65;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;G;XorY=?,Z=0(Y?);1;6;29,71;25;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;H;XorY=0,Z=0(Y?);1;7;11,75;20;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;E;XorY=0,Z=?(X?);1;8;28,67;25;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;G;XorY=?,Z=0(X?);1;9;8,57;25;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;C;XorY=0,Z=1(X?);1;10;17,96;75;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;A;XorY=1,Z=1(Y?);1;11;9,29;80;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;I;p(C|0E)/v00;1;12;12,52;10;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;F;XorY=1,Z=0(Y?);1;13;13,95;15;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;H;XorY=0,Z=0(X?);1;14;8,95;25;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;D;XorY=1,Z=?(Y?);1;15;11,21;75;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;F;XorY=1,Z=0(X?);1;16;30,87;20;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;B;XorY=?,Z=1(X?);1;17;15,1;80;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;K;p(C|2E)/v11;1;18;12,36;90;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;J;p(C|1E)[Y]/v01;1;19;40,75;60;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
94;economy;B;mmp;C;XorY=0,Z=1(Y?);1;20;12,42;70;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;B;XorY=?,Z=1(Y?);1;1;20,87;50;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;D;XorY=1,Z=?(X?);1;2;17,36;0;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;G;XorY=?,Z=0(Y?);1;3;23,51;0;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;K;p(C|2E)/v11;1;4;6,59;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;J;p(C|1E)[X]/v10;1;5;10,05;50;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;G;XorY=?,Z=0(X?);1;6;8,13;0;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;B;XorY=?,Z=1(X?);1;7;5,87;50;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;F;XorY=1,Z=0(Y?);1;8;13,57;35;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;E;XorY=0,Z=?(Y?);1;9;16,48;20;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;D;XorY=1,Z=?(Y?);1;10;10,32;100;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;A;XorY=1,Z=1(Y?);1;11;16,21;100;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;H;XorY=0,Z=0(X?);1;12;6,15;0;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;F;XorY=1,Z=0(X?);1;13;5,38;100;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;C;XorY=0,Z=1(X?);1;14;26,48;100;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;I;p(C|0E)/v00;1;15;11,09;0;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;E;XorY=0,Z=?(X?);1;16;15,43;20;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;A;XorY=1,Z=1(X?);1;17;4,62;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;C;XorY=0,Z=1(Y?);1;18;3,79;100;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;J;p(C|1E)[Y]/v01;1;19;4,28;100;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
97;weather;B;ppp;H;XorY=0,Z=0(Y?);1;20;15,16;0;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;E;XorY=0,Z=?(X?);1;1;26,15;30;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;D;XorY=1,Z=?(X?);1;2;19,66;70;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;F;XorY=1,Z=0(X?);1;3;11,32;50;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;F;XorY=1,Z=0(Y?);1;4;4,66;50;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;G;XorY=?,Z=0(Y?);1;5;12,69;40;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;J;p(C|1E)[X]/v10;1;6;16,31;60;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;E;XorY=0,Z=?(Y?);1;7;10;50;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;K;p(C|2E)/v11;1;8;17,91;75;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;A;XorY=1,Z=1(X?);1;9;5,1;75;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;I;p(C|0E)/v00;1;10;6,87;30;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;C;XorY=0,Z=1(X?);1;11;11,42;60;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;H;XorY=0,Z=0(Y?);1;12;8,96;40;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;A;XorY=1,Z=1(Y?);1;13;8,62;75;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;B;XorY=?,Z=1(Y?);1;14;5,38;75;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;D;XorY=1,Z=?(Y?);1;15;7,64;55;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;B;XorY=?,Z=1(X?);1;16;6,86;65;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;C;XorY=0,Z=1(Y?);1;17;5,22;60;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;G;XorY=?,Z=0(X?);1;18;7,58;45;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;H;XorY=0,Z=0(X?);1;19;5,77;45;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
101;society;B;pmm;J;p(C|1E)[Y]/v01;1;20;39,87;50;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;H;XorY=0,Z=0(X?);1;1;30,42;50;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;D;XorY=1,Z=?(Y?);1;2;38,34;50;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;J;p(C|1E)[Y]/v01;1;3;8,08;50;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;K;p(C|2E)/v11;1;4;12,96;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;F;XorY=1,Z=0(X?);1;5;15,66;50;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;D;XorY=1,Z=?(X?);1;6;14,06;50;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;F;XorY=1,Z=0(Y?);1;7;6,59;50;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;G;XorY=?,Z=0(X?);1;8;3,68;50;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;B;XorY=?,Z=1(X?);1;9;6,65;100;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;I;p(C|0E)/v00;1;10;11,26;0;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;G;XorY=?,Z=0(Y?);1;11;3,24;50;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;A;XorY=1,Z=1(X?);1;12;5,49;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;C;XorY=0,Z=1(Y?);1;13;10,66;50;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;E;XorY=0,Z=?(X?);1;14;4,23;50;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;J;p(C|1E)[X]/v10;1;15;3,07;50;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;H;XorY=0,Z=0(Y?);1;16;3,9;50;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;C;XorY=0,Z=1(X?);1;17;8,9;100;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;E;XorY=0,Z=?(Y?);1;18;12,53;50;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;A;XorY=1,Z=1(Y?);1;19;3,68;100;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
102;economy;B;mpm;B;XorY=?,Z=1(Y?);1;20;3,89;100;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;G;XorY=?,Z=0(X?);1;1;14,61;25;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;H;XorY=0,Z=0(X?);1;2;6,26;20;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;E;XorY=0,Z=?(X?);1;3;10,32;15;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;B;XorY=?,Z=1(Y?);1;4;4,56;75;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;J;p(C|1E)[X]/v10;1;5;19,28;0;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;H;XorY=0,Z=0(Y?);1;6;11,15;15;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;A;XorY=1,Z=1(X?);1;7;9,01;90;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;C;XorY=0,Z=1(X?);1;8;8,29;80;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;E;XorY=0,Z=?(Y?);1;9;8,63;10;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;G;XorY=?,Z=0(Y?);1;10;4,28;15;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;D;XorY=1,Z=?(Y?);1;11;12,03;60;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;K;p(C|2E)/v11;1;12;3,9;90;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;C;XorY=0,Z=1(Y?);1;13;6,15;30;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;D;XorY=1,Z=?(X?);1;14;6,65;35;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
105;weather;B;mpm;A;XorY=1,Z=1(Y?);1;15;8,78;85;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
